emp_no,dept_no,from_date,to_date
269028,d007,1990-10-14,1997-07-26
269064,d004,1987-02-03,9999-01-01
269076,d008,1997-04-30,2001-05-27
269080,d005,1992-02-29,9999-01-01
269081,d005,1985-12-18,9999-01-01
269103,d004,1990-11-01,1992-07-26
269134,d003,2000-01-16,9999-01-01
269137,d001,1999-09-16,9999-01-01
269137,d007,1991-08-18,1999-09-16
269144,d004,1995-12-15,2001-02-18
269154,d007,1998-05-12,9999-01-01
269155,d005,1998-09-10,1999-03-31
269155,d008,1999-03-31,9999-01-01
269161,d005,1996-02-28,9999-01-01
269168,d007,1997-04-25,2001-10-18
269210,d005,1994-12-23,1996-12-02
269227,d004,1994-06-30,9999-01-01
269238,d005,1994-08-02,9999-01-01
269265,d005,1992-07-29,1995-03-05
269269,d007,1987-04-05,9999-01-01
269276,d003,1993-04-19,9999-01-01
269278,d004,1986-06-23,1986-07-24
269281,d005,1996-12-12,9999-01-01
269298,d004,1999-10-30,9999-01-01
269299,d007,1999-02-04,9999-01-01
269307,d007,1988-07-02,9999-01-01
269330,d001,1990-08-18,9999-01-01
269338,d004,1989-07-04,9999-01-01
269346,d005,1986-02-04,9999-01-01
269348,d004,1997-08-31,9999-01-01
269351,d007,1993-05-16,9999-01-01
269355,d007,1988-05-09,1991-02-06
269355,d009,1991-02-06,9999-01-01
269362,d006,1996-04-08,9999-01-01
269365,d004,1997-08-13,1998-03-09
269372,d006,1986-12-28,9999-01-01
269379,d005,1995-11-02,9999-01-01
269385,d005,1988-09-02,9999-01-01
269394,d005,1998-07-19,9999-01-01
269418,d001,1991-07-23,9999-01-01
269423,d004,1991-08-24,9999-01-01
269423,d005,1990-06-04,1991-08-24
269437,d002,1996-08-24,9999-01-01
269440,d005,1997-02-02,9999-01-01
269445,d007,1999-06-19,9999-01-01
269452,d005,1991-01-05,1991-12-19
269452,d008,1991-12-19,9999-01-01
269477,d003,1998-06-24,9999-01-01
269485,d007,1995-06-26,9999-01-01
269490,d001,1998-03-03,1998-10-10
269490,d009,1998-10-10,9999-01-01
269491,d005,1986-05-29,9999-01-01
269494,d005,1993-02-27,9999-01-01
269495,d001,1995-06-08,9999-01-01
269508,d001,1993-12-04,9999-01-01
269508,d007,1986-10-22,1993-12-04
269512,d004,1988-05-28,9999-01-01
269518,d007,1997-02-02,9999-01-01
269527,d005,1991-05-13,9999-01-01
269531,d003,1990-05-30,1996-02-13
269548,d001,1986-10-05,9999-01-01
269553,d004,1995-10-19,1995-12-15
269566,d006,1992-02-03,9999-01-01
269570,d007,1988-04-18,1996-05-02
269574,d004,1996-09-26,9999-01-01
269580,d009,1996-03-13,9999-01-01
269583,d001,1995-11-10,9999-01-01
269591,d007,1997-12-13,2001-05-14
269598,d006,1986-02-09,1995-02-18
269605,d002,1996-12-20,1998-06-12
269698,d007,1993-03-05,9999-01-01
269720,d005,1993-05-19,9999-01-01
269723,d007,1994-12-10,1999-09-02
269723,d009,1999-09-02,9999-01-01
269737,d005,1987-11-30,9999-01-01
269746,d007,1989-04-28,9999-01-01
269755,d003,1999-06-26,9999-01-01
269758,d005,1991-11-29,9999-01-01
269769,d005,1996-05-07,9999-01-01
269781,d007,1998-06-17,9999-01-01
269807,d003,1989-10-31,1992-05-12
269812,d002,1998-01-02,9999-01-01
269812,d003,1987-05-23,1998-01-02
269842,d005,1987-05-07,9999-01-01
269860,d005,1995-07-06,9999-01-01
269861,d007,1995-03-04,1998-05-30
269891,d007,1987-01-06,9999-01-01
269909,d004,1992-03-08,9999-01-01
269917,d004,1992-11-20,9999-01-01
269918,d007,1988-11-26,9999-01-01
269920,d005,1985-10-04,9999-01-01
269974,d004,1985-06-04,1987-06-28
269974,d009,1987-06-28,9999-01-01
269975,d005,1996-02-16,9999-01-01
269996,d005,1997-08-26,9999-01-01
270017,d002,1997-11-24,9999-01-01
270021,d005,1989-05-08,1994-05-21
270028,d005,1992-03-15,9999-01-01
270029,d004,1999-06-03,2001-02-08
270032,d001,1985-08-22,1997-06-10
270032,d009,1997-06-10,9999-01-01
270065,d005,1986-11-16,2002-04-30
270066,d004,1997-09-26,1999-05-23
270070,d008,1994-12-30,9999-01-01
270082,d008,1990-09-03,1993-12-19
270085,d006,1994-07-06,9999-01-01
270095,d005,1987-07-27,9999-01-01
270099,d007,2000-01-04,9999-01-01
270119,d004,2001-04-06,9999-01-01
270119,d009,1997-10-13,2001-04-06
270120,d005,1985-06-27,1999-04-03
270126,d005,1986-01-26,9999-01-01
270136,d001,1992-01-31,9999-01-01
270145,d007,1990-05-14,9999-01-01
270148,d005,1998-11-04,1998-12-27
270148,d008,1998-12-27,1998-12-28
270152,d007,1993-02-03,9999-01-01
270165,d007,1989-07-09,9999-01-01
270169,d007,1998-12-19,9999-01-01
270175,d007,1995-08-27,9999-01-01
270185,d007,1992-11-08,1995-07-29
270185,d009,1995-07-29,9999-01-01
270197,d001,1998-11-12,9999-01-01
270214,d005,1995-05-11,9999-01-01
270219,d004,1989-07-21,9999-01-01
270226,d005,1990-09-11,9999-01-01
270227,d007,1996-04-02,9999-01-01
270245,d005,1997-08-25,9999-01-01
270263,d005,1992-06-13,1998-09-01
270264,d005,1993-03-27,9999-01-01
270275,d005,1995-10-16,9999-01-01
270285,d005,1999-06-29,9999-01-01
270293,d005,1989-10-17,9999-01-01
270320,d004,1988-06-27,1992-01-30
270322,d005,1987-10-06,9999-01-01
270346,d005,1992-11-26,9999-01-01
270385,d007,1992-02-06,9999-01-01
270407,d005,1988-09-15,1997-07-14
270407,d008,1997-07-14,9999-01-01
270414,d005,1990-12-21,9999-01-01
270415,d007,1992-11-22,9999-01-01
270428,d001,1994-10-07,9999-01-01
270430,d005,1997-01-18,9999-01-01
270446,d001,2000-12-10,9999-01-01
270446,d007,1993-01-06,2000-12-10
270452,d006,1996-02-07,1997-11-21
270471,d009,1993-07-19,9999-01-01
270480,d005,1991-09-09,1998-04-29
270513,d002,1997-12-04,1997-12-15
270513,d007,1997-12-15,1998-02-02
270524,d005,1994-06-24,9999-01-01
270526,d005,1996-12-07,9999-01-01
270540,d008,1991-04-17,9999-01-01
270559,d004,1990-06-04,9999-01-01
270562,d003,1987-07-28,1992-04-24
270577,d005,1987-11-19,9999-01-01
270604,d004,1987-11-19,9999-01-01
270608,d004,1996-08-18,9999-01-01
270612,d004,1987-04-06,9999-01-01
270619,d005,1996-04-23,9999-01-01
270620,d005,1999-07-13,9999-01-01
270621,d005,1995-11-14,9999-01-01
270622,d001,2000-02-15,9999-01-01
270622,d007,1991-02-14,2000-02-15
270632,d004,1994-04-18,1997-06-12
270633,d007,1995-06-04,9999-01-01
270634,d005,1998-10-30,9999-01-01
270649,d005,1996-02-17,9999-01-01
270670,d007,1991-02-28,9999-01-01
270717,d005,1994-10-21,1996-11-23
270717,d008,1996-11-23,2001-09-08
270731,d005,1997-06-30,9999-01-01
270759,d008,1998-03-29,9999-01-01
270765,d007,1988-07-24,9999-01-01
270781,d006,1988-11-20,1991-08-15
270782,d005,1988-04-03,9999-01-01
270790,d004,1993-09-09,9999-01-01
270796,d005,1996-02-21,9999-01-01
270797,d004,1987-10-16,9999-01-01
270823,d004,1997-01-30,9999-01-01
270839,d004,1994-02-16,1996-08-28
270841,d009,1999-07-18,9999-01-01
270857,d001,1996-04-01,9999-01-01
270862,d004,1990-10-06,1996-12-20
270862,d006,1996-12-20,9999-01-01
270873,d001,1993-01-23,9999-01-01
270873,d003,1988-11-25,1993-01-23
270880,d007,1989-05-20,9999-01-01
270881,d005,1998-07-23,2001-09-24
270881,d008,2001-09-24,9999-01-01
270898,d007,1998-12-30,9999-01-01
270908,d005,1993-09-09,9999-01-01
270952,d008,1990-05-26,9999-01-01
270957,d005,1988-07-16,9999-01-01
270958,d007,1997-04-19,2001-07-24
270958,d009,2001-07-24,9999-01-01
270960,d002,1987-07-03,9999-01-01
270961,d009,1998-06-01,9999-01-01
270970,d005,1985-04-22,9999-01-01
270979,d004,1992-01-14,9999-01-01
270981,d008,1999-09-08,9999-01-01
270988,d005,1999-01-15,2000-03-28
270998,d008,1996-06-19,2001-12-31
271001,d007,1999-12-11,9999-01-01
271017,d006,1989-06-01,9999-01-01
271018,d005,1997-07-31,1998-04-20
271018,d008,1998-04-20,1998-04-24
271019,d003,1993-05-15,9999-01-01
271024,d007,1990-01-17,9999-01-01
271029,d004,1999-12-04,2001-06-20
271029,d009,2001-06-20,9999-01-01
271050,d007,1999-04-06,9999-01-01
271054,d003,1994-07-23,9999-01-01
271055,d009,1986-08-18,9999-01-01
271059,d005,1992-10-07,9999-01-01
271061,d008,1995-05-12,9999-01-01
271062,d005,1994-08-13,1995-11-05
271062,d008,1995-11-05,9999-01-01
271072,d009,1994-07-25,9999-01-01
271078,d004,1986-01-25,1995-11-18
271078,d006,1995-11-18,9999-01-01
271110,d001,1987-07-25,9999-01-01
271119,d007,1992-03-01,9999-01-01
271130,d009,1990-07-15,9999-01-01
271132,d005,1997-02-06,1997-05-15
271134,d005,1996-04-18,9999-01-01
271145,d001,1987-07-20,9999-01-01
271152,d003,1986-08-05,9999-01-01
271156,d005,1985-08-15,9999-01-01
271159,d002,1985-04-20,9999-01-01
271195,d009,1995-12-08,9999-01-01
271200,d007,1990-12-26,9999-01-01
271225,d007,1998-09-12,9999-01-01
271252,d004,1988-02-10,1999-05-18
271257,d009,1986-12-29,9999-01-01
271264,d004,1998-01-17,1998-08-09
271267,d006,1989-07-10,9999-01-01
271273,d004,1986-05-04,1996-03-01
271275,d005,1990-07-06,1999-03-13
271291,d005,1999-01-13,9999-01-01
271298,d003,1995-11-23,1998-08-11
271300,d007,1985-05-10,9999-01-01
271304,d005,1996-02-11,1999-11-03
271304,d008,1999-11-03,9999-01-01
271309,d006,1999-12-13,9999-01-01
271323,d006,1995-06-05,9999-01-01
271329,d004,1993-01-06,9999-01-01
271331,d004,1985-03-26,9999-01-01
271335,d005,1990-02-10,9999-01-01
271358,d004,1997-08-05,1997-10-29
271358,d006,1997-10-29,1997-12-14
271379,d009,1998-08-05,9999-01-01
271394,d004,1988-12-21,9999-01-01
271395,d007,1997-05-30,9999-01-01
271397,d004,1996-01-05,9999-01-01
271398,d002,1995-08-29,1996-01-06
271413,d005,1992-05-06,9999-01-01
271419,d005,1994-10-08,1994-11-30
271423,d007,1993-05-12,9999-01-01
271433,d005,1989-02-20,9999-01-01
271437,d005,1986-03-31,9999-01-01
271453,d001,1987-05-31,9999-01-01
271458,d005,1990-04-10,9999-01-01
271473,d004,1985-11-08,2000-05-28
271473,d006,2000-05-28,9999-01-01
271512,d004,1992-09-07,9999-01-01
271515,d001,1994-10-15,9999-01-01
271532,d007,1986-04-27,2000-09-27
271537,d004,1988-01-05,9999-01-01
271541,d007,1999-05-22,9999-01-01
271543,d005,1989-08-23,9999-01-01
271559,d005,1999-05-19,2002-07-31
271569,d007,1993-08-09,2001-02-25
271580,d001,1994-04-06,1997-06-28
271580,d003,1992-05-28,1994-04-06
271598,d005,1996-05-23,9999-01-01
271618,d004,1996-10-06,2002-02-17
271619,d004,1992-01-04,9999-01-01
271621,d001,1985-06-15,1986-12-21
271679,d007,1987-11-02,9999-01-01
271696,d005,1986-10-11,9999-01-01
271706,d008,1994-06-11,2000-06-25
271712,d005,1994-06-03,1997-07-10
271717,d004,1989-09-23,9999-01-01
271723,d009,1985-05-01,9999-01-01
271724,d005,1989-04-22,1991-11-13
271724,d008,1991-11-13,9999-01-01
271731,d005,1994-08-14,9999-01-01
271741,d001,1995-12-20,9999-01-01
271752,d008,1985-12-16,9999-01-01
271769,d004,1991-01-07,1992-06-18
271769,d006,1992-06-18,1993-07-29
271771,d004,1999-02-20,9999-01-01
271790,d001,1990-05-17,9999-01-01
271797,d005,1990-11-19,1997-02-15
271798,d001,1986-08-03,9999-01-01
271803,d007,1985-02-11,9999-01-01
271805,d009,1995-06-30,9999-01-01
271862,d009,1992-11-28,9999-01-01
271864,d004,1994-12-10,9999-01-01
271871,d005,1996-08-14,9999-01-01
271896,d009,1986-10-13,9999-01-01
271900,d004,1992-03-09,9999-01-01
271917,d006,1995-05-05,1997-10-18
271920,d008,1995-02-13,9999-01-01
271925,d004,1985-11-28,9999-01-01
271929,d005,1989-09-03,9999-01-01
271963,d005,1990-02-28,9999-01-01
271966,d004,1986-04-28,9999-01-01
271970,d007,1990-06-09,9999-01-01
272004,d005,1999-05-22,9999-01-01
272010,d002,1996-10-01,9999-01-01
272020,d005,2000-01-30,9999-01-01
272025,d004,1992-08-07,9999-01-01
272026,d004,1995-08-21,1999-11-22
272043,d005,2000-01-18,2002-04-03
272045,d005,1990-01-10,9999-01-01
272049,d007,1999-10-15,9999-01-01
272055,d004,1994-05-25,9999-01-01
272066,d007,1986-07-12,9999-01-01
272069,d002,1985-12-03,1986-05-07
272069,d003,1986-05-07,9999-01-01
272078,d004,1999-04-19,9999-01-01
272078,d005,1997-01-21,1999-04-19
272079,d006,1996-09-20,9999-01-01
272082,d005,1995-11-13,9999-01-01
272088,d001,1999-02-13,9999-01-01
272099,d004,1991-08-22,1999-12-14
272099,d006,1999-12-14,9999-01-01
272102,d004,1989-08-04,9999-01-01
272103,d003,1989-12-27,9999-01-01
272116,d008,1986-09-04,9999-01-01
272126,d003,1997-05-01,9999-01-01
272132,d008,1997-12-15,2000-10-12
272159,d007,1997-07-04,9999-01-01
272174,d004,1988-11-28,9999-01-01
272195,d001,1987-05-16,1994-12-28
272206,d001,1994-03-06,9999-01-01
272218,d004,2000-10-26,9999-01-01
272218,d005,1991-08-01,2000-10-26
272236,d007,1986-08-14,9999-01-01
272238,d005,1997-06-11,9999-01-01
272255,d007,1989-10-21,9999-01-01
272272,d008,1988-03-05,9999-01-01
272303,d003,1999-08-23,9999-01-01
272308,d007,1996-12-27,9999-01-01
272311,d003,1994-10-16,1999-01-10
272340,d004,1989-11-01,9999-01-01
272341,d004,1985-11-01,9999-01-01
272364,d006,1992-02-09,9999-01-01
272397,d005,1998-12-13,1999-11-04
272397,d008,1999-11-04,9999-01-01
272444,d007,1996-01-13,1997-05-12
272446,d009,1986-02-11,9999-01-01
272455,d005,1985-10-27,1989-02-03
272472,d004,1994-09-04,1999-12-14
272479,d009,1989-02-10,9999-01-01
272480,d005,1988-12-16,9999-01-01
272507,d001,1988-09-04,9999-01-01
272512,d005,1989-07-03,9999-01-01
272519,d007,1998-08-19,2000-07-15
272521,d001,1986-10-14,9999-01-01
272524,d005,1987-02-06,9999-01-01
272525,d006,1999-06-04,9999-01-01
272531,d004,1997-01-24,9999-01-01
272534,d006,1985-08-06,9999-01-01
272546,d001,1991-08-10,1991-09-28
272546,d003,1991-05-09,1991-08-10
272567,d004,1997-07-02,2000-11-11
272575,d004,1998-06-09,2000-11-21
272575,d005,1998-02-05,1998-06-09
272578,d005,1987-04-21,9999-01-01
272584,d002,1986-07-25,1992-08-10
272584,d003,1992-08-10,9999-01-01
272593,d005,2000-12-20,2001-04-30
272593,d009,1999-01-03,2000-12-20
272617,d008,1991-03-26,9999-01-01
272619,d007,1998-01-17,1998-05-04
272628,d004,1993-09-13,9999-01-01
272648,d005,1987-01-30,9999-01-01
272654,d004,1986-05-03,1989-07-07
272654,d009,1989-07-07,9999-01-01
272660,d004,1996-11-30,9999-01-01
272673,d007,1995-10-01,9999-01-01
272675,d005,1985-02-22,1999-10-14
272682,d004,1995-10-12,1996-09-20
272685,d007,1985-05-11,9999-01-01
272710,d004,1996-05-06,9999-01-01
272719,d005,1985-12-25,9999-01-01
272743,d007,1989-02-14,9999-01-01
272753,d004,1998-09-29,9999-01-01
272760,d001,1990-01-20,1991-07-29
272760,d007,1991-07-29,9999-01-01
272777,d003,1995-10-17,9999-01-01
272781,d005,1985-10-24,9999-01-01
272798,d005,1985-10-25,9999-01-01
272809,d005,1994-09-15,9999-01-01
272819,d005,1991-07-21,9999-01-01
272835,d007,1986-07-05,9999-01-01
272839,d007,1998-07-09,9999-01-01
272858,d004,1987-01-15,2000-11-26
272859,d004,1990-08-24,9999-01-01
272885,d006,1993-08-08,9999-01-01
272928,d004,1999-11-07,2000-01-20
272928,d009,2000-01-20,9999-01-01
272938,d001,1991-11-06,9999-01-01
272942,d002,1988-08-12,9999-01-01
272952,d007,1999-08-13,9999-01-01
272955,d004,1989-12-31,2001-05-14
272955,d006,2001-05-14,9999-01-01
272957,d004,1990-03-28,1995-01-26
273005,d004,1998-12-23,9999-01-01
273005,d005,1997-10-22,1998-12-23
273011,d001,1996-03-24,9999-01-01
273024,d004,1997-03-19,1998-04-29
273024,d006,1998-04-29,1998-11-12
273043,d005,1990-08-23,9999-01-01
273058,d005,1987-01-04,9999-01-01
273065,d004,1991-11-03,1996-12-09
273072,d007,1989-04-29,1999-03-10
273079,d005,1995-12-19,9999-01-01
273088,d005,1996-01-14,9999-01-01
273097,d005,1999-03-31,9999-01-01
273112,d004,1993-05-07,2000-01-27
273112,d006,2000-01-27,9999-01-01
273115,d002,1995-08-09,9999-01-01
273151,d004,1995-08-06,1996-07-03
273151,d009,1996-07-03,9999-01-01
273191,d005,1992-11-07,9999-01-01
273198,d005,1986-04-06,1987-06-24
273212,d007,1994-09-15,9999-01-01
273224,d005,1985-05-23,9999-01-01
273234,d005,1987-10-21,2001-09-27
273234,d008,2001-09-27,9999-01-01
273276,d004,1988-02-27,9999-01-01
273282,d008,1996-02-15,9999-01-01
273283,d008,1990-03-10,9999-01-01
273296,d004,1999-08-28,9999-01-01
273303,d005,1987-08-24,9999-01-01
273309,d007,1990-08-27,9999-01-01
273314,d007,1998-02-24,9999-01-01
273321,d007,1989-05-05,2002-02-18
273321,d009,2002-02-18,9999-01-01
273336,d004,1996-08-19,9999-01-01
273360,d004,2002-06-15,9999-01-01
273360,d006,1985-05-04,2002-06-15
273372,d007,1994-01-23,1998-12-18
273376,d006,1992-07-23,9999-01-01
273407,d008,1991-03-24,9999-01-01
273425,d004,1987-09-23,9999-01-01
273428,d004,1997-01-16,9999-01-01
273428,d009,1992-02-13,1997-01-16
273439,d001,1996-05-02,9999-01-01
273457,d009,1992-11-12,9999-01-01
273464,d005,1998-01-15,9999-01-01
273475,d005,1997-12-20,9999-01-01
273486,d005,1988-01-04,9999-01-01
273493,d004,1986-11-30,1998-04-29
273493,d006,1998-04-29,9999-01-01
273505,d004,1998-12-22,9999-01-01
273512,d005,1995-07-13,1996-07-19
273512,d008,1996-07-19,9999-01-01
273564,d004,1988-05-18,1993-04-20
273581,d004,1986-05-21,9999-01-01
273594,d005,1991-12-14,9999-01-01
273601,d005,1995-07-05,9999-01-01
273606,d007,1994-08-07,1996-04-13
273606,d009,1996-04-13,9999-01-01
273612,d004,1991-04-10,9999-01-01
273632,d007,1995-09-22,2000-05-04
273656,d004,1988-09-09,9999-01-01
273663,d001,1988-04-28,9999-01-01
273665,d001,1989-11-06,9999-01-01
273668,d005,1998-05-04,9999-01-01
273674,d001,1999-12-19,9999-01-01
273674,d007,1996-09-22,1999-12-19
273675,d001,1997-05-03,9999-01-01
273678,d003,1985-07-24,9999-01-01
273690,d004,1992-09-09,9999-01-01
273712,d009,1997-05-24,9999-01-01
273715,d007,1994-02-17,9999-01-01
273741,d005,1989-02-24,9999-01-01
273766,d001,1996-12-16,9999-01-01
273798,d005,1987-03-31,9999-01-01
273799,d002,1998-06-09,2001-04-20
273801,d003,1999-05-01,9999-01-01
273842,d005,1996-02-04,9999-01-01
273843,d004,1988-10-17,9999-01-01
273851,d005,1987-08-08,9999-01-01
273855,d004,1995-07-18,9999-01-01
273858,d007,1990-12-28,9999-01-01
273864,d009,1988-11-24,9999-01-01
273868,d007,1987-08-06,9999-01-01
273869,d005,1994-07-17,1996-02-20
273869,d008,1996-02-20,9999-01-01
273928,d009,1992-06-24,1993-05-15
273941,d005,1989-09-12,1997-01-28
273958,d004,1987-11-02,9999-01-01
273961,d006,1998-08-07,1999-10-12
273968,d005,1991-11-02,9999-01-01
273974,d004,1991-01-14,1997-06-02
273998,d005,1993-12-07,9999-01-01
274000,d005,1985-07-28,9999-01-01
274017,d007,1987-04-02,1993-01-21
274047,d007,1994-12-13,9999-01-01
274048,d007,1992-05-27,2001-10-14
274050,d008,1988-04-06,9999-01-01
274076,d004,1995-11-20,9999-01-01
274078,d004,1990-02-20,9999-01-01
274082,d002,1989-07-01,9999-01-01
274084,d005,1996-01-28,9999-01-01
274093,d005,1999-06-25,9999-01-01
274095,d004,1997-11-10,9999-01-01
274119,d005,1997-02-15,9999-01-01
274120,d007,1999-05-09,2000-08-24
274121,d002,1989-03-21,9999-01-01
274135,d004,1990-06-16,2000-09-16
274162,d007,1994-05-10,9999-01-01
274164,d009,1998-01-28,9999-01-01
274165,d007,1996-07-05,9999-01-01
274174,d008,1991-09-19,1997-01-23
274186,d007,1990-07-15,9999-01-01
274203,d004,1994-03-05,9999-01-01
274245,d008,1999-08-07,9999-01-01
274246,d003,1999-05-01,9999-01-01
274253,d007,1988-05-24,9999-01-01
274274,d003,1989-05-02,1991-03-26
274299,d008,1994-02-24,9999-01-01
274304,d006,1994-01-05,9999-01-01
274318,d008,1986-03-24,9999-01-01
274321,d007,1991-01-27,9999-01-01
274350,d002,1995-05-20,9999-01-01
274370,d004,2001-05-09,9999-01-01
274370,d008,1999-09-21,2001-05-09
274384,d002,1988-08-09,9999-01-01
274387,d004,1990-01-07,2002-02-04
274391,d004,1989-07-14,9999-01-01
274398,d009,1988-04-11,9999-01-01
274413,d005,1986-11-25,9999-01-01
274417,d001,1999-02-17,1999-06-02
274417,d009,1999-06-02,9999-01-01
274435,d007,1992-01-18,9999-01-01
274454,d007,1986-05-06,9999-01-01
274461,d005,1993-12-05,9999-01-01
274478,d002,1990-03-31,9999-01-01
274483,d005,1998-11-17,9999-01-01
274502,d004,1994-12-29,9999-01-01
274506,d002,1999-11-26,9999-01-01
274510,d004,1999-02-24,2001-05-17
274510,d009,1990-09-11,1999-02-24
274547,d006,1999-11-11,9999-01-01
274553,d005,1996-07-27,9999-01-01
274561,d002,1990-10-10,1993-01-19
274562,d005,1994-07-19,9999-01-01
274577,d004,1988-02-03,9999-01-01
274578,d004,1988-12-19,9999-01-01
274593,d004,1990-06-04,9999-01-01
274596,d007,1994-12-16,9999-01-01
274599,d004,1993-09-04,9999-01-01
274601,d006,1995-09-16,9999-01-01
274609,d007,1993-08-21,9999-01-01
274612,d004,2001-03-13,9999-01-01
274612,d008,1987-06-14,2001-03-13
274659,d001,1997-01-19,2001-05-01
274679,d005,1990-04-07,9999-01-01
274689,d004,1986-07-15,1999-11-27
274690,d003,1994-03-19,9999-01-01
274698,d007,1999-02-17,9999-01-01
274699,d007,1986-10-04,9999-01-01
274702,d005,1993-12-22,9999-01-01
274719,d003,1997-12-25,9999-01-01
274728,d004,1994-09-24,9999-01-01
274735,d007,1985-03-02,9999-01-01
274741,d005,1987-05-01,9999-01-01
274784,d003,1996-06-29,9999-01-01
274791,d004,1997-07-22,9999-01-01
274793,d006,1986-12-31,1997-04-04
274801,d007,1992-06-02,2000-05-10
274805,d005,1985-06-26,9999-01-01
274809,d005,1985-03-07,9999-01-01
274815,d003,1991-07-30,9999-01-01
274816,d007,1987-10-18,2000-03-17
274830,d004,1991-04-14,9999-01-01
274843,d007,1996-12-04,9999-01-01
274851,d004,1999-11-10,2002-01-07
274881,d007,1993-07-10,9999-01-01
274889,d002,2000-02-23,9999-01-01
274889,d003,1999-06-05,2000-02-23
274892,d005,1999-08-06,9999-01-01
274899,d004,1997-01-13,2001-07-09
274899,d006,2001-07-09,9999-01-01
274911,d005,1987-08-26,9999-01-01
274920,d001,1994-08-04,9999-01-01
274920,d003,1991-06-15,1994-08-04
274951,d005,1989-12-27,1999-09-28
274961,d005,1999-09-05,9999-01-01
274965,d004,1988-02-10,9999-01-01
274977,d002,1991-03-11,9999-01-01
274998,d004,1991-11-29,9999-01-01
275011,d007,1988-02-25,9999-01-01
275024,d004,1990-04-23,9999-01-01
275035,d007,1996-05-05,9999-01-01
275055,d007,1986-05-17,9999-01-01
275057,d008,1996-04-16,9999-01-01
275070,d005,1991-02-22,9999-01-01
275080,d008,1998-02-17,9999-01-01
275082,d005,1996-10-23,9999-01-01
275111,d005,1986-10-30,9999-01-01
275160,d001,1998-02-16,9999-01-01
275171,d001,1999-02-27,9999-01-01
275171,d003,1988-03-22,1999-02-27
275185,d004,1992-10-18,9999-01-01
275208,d007,1992-04-01,9999-01-01
275215,d003,1998-09-23,9999-01-01
275220,d005,1992-06-22,9999-01-01
275228,d005,1989-11-23,9999-01-01
275242,d008,1993-07-05,9999-01-01
275244,d007,1995-10-09,1999-08-24
275262,d004,1994-04-03,9999-01-01
275262,d005,1993-07-07,1994-04-03
275267,d007,1998-11-21,9999-01-01
275284,d004,1998-09-09,9999-01-01
275333,d009,1998-09-26,9999-01-01
275334,d004,1985-06-21,1987-09-14
275334,d006,1987-09-14,1997-05-14
