emp_no,title,from_date,to_date
234142,Senior Staff,1988-04-19,9999-01-01
234162,Staff,1997-01-25,9999-01-01
234175,Senior Staff,1996-05-20,2001-04-20
234195,Senior Staff,1998-05-14,9999-01-01
234195,Staff,1991-05-14,1998-05-14
234203,Engineer,1992-10-15,2001-10-15
234203,Senior Engineer,2001-10-15,9999-01-01
234209,Assistant Engineer,1998-08-25,9999-01-01
234215,Engineer,1988-12-29,1995-12-30
234215,Senior Engineer,1995-12-30,9999-01-01
234219,Engineer,1988-07-21,1995-07-22
234219,Senior Engineer,1995-07-22,2002-07-12
234225,Senior Engineer,1993-01-01,9999-01-01
234242,Senior Staff,1989-01-17,9999-01-01
234245,Senior Engineer,2000-01-02,9999-01-01
234259,Senior Staff,1998-04-07,9999-01-01
234272,Engineer,1987-07-16,1996-07-15
234272,Senior Engineer,1996-07-15,9999-01-01
234283,Engineer,1988-08-03,1993-08-03
234283,Senior Engineer,1993-08-03,9999-01-01
234296,Staff,1990-05-08,1996-11-04
234301,Engineer,1992-09-07,2001-01-09
234302,Staff,1988-02-05,1988-10-31
234332,Senior Engineer,1991-04-28,9999-01-01
234348,Senior Staff,1998-01-15,9999-01-01
234348,Staff,1991-01-15,1998-01-15
234372,Engineer,1992-11-11,1999-11-12
234372,Senior Engineer,1999-11-12,9999-01-01
234374,Senior Staff,1996-06-15,9999-01-01
234374,Staff,1988-06-15,1996-06-15
234384,Staff,1999-08-09,9999-01-01
234403,Engineer,1994-07-18,1999-07-18
234403,Senior Engineer,1999-07-18,9999-01-01
234422,Senior Staff,1998-01-06,9999-01-01
234422,Staff,1989-01-06,1998-01-06
234429,Engineer,1995-05-10,1996-05-27
234442,Engineer,1988-08-24,1995-08-25
234442,Senior Engineer,1995-08-25,9999-01-01
234447,Senior Staff,1998-02-24,9999-01-01
234447,Staff,1990-02-24,1998-02-24
234465,Senior Staff,1995-04-05,9999-01-01
234465,Staff,1990-04-05,1995-04-05
234471,Engineer,1990-07-13,1997-07-13
234471,Senior Engineer,1997-07-13,9999-01-01
234474,Senior Staff,2001-10-31,9999-01-01
234474,Staff,1994-10-31,2001-10-31
234480,Senior Staff,1998-05-07,9999-01-01
234483,Senior Engineer,1995-10-21,9999-01-01
234491,Engineer,1986-03-10,1993-03-10
234491,Senior Engineer,1993-03-10,1995-08-29
234505,Senior Staff,1991-08-15,9999-01-01
234507,Senior Engineer,1997-07-25,1998-10-29
234531,Senior Staff,2000-01-27,9999-01-01
234531,Staff,1994-01-27,2000-01-27
234535,Engineer,1993-08-21,1999-08-21
234535,Senior Engineer,1999-08-21,9999-01-01
234537,Senior Staff,1998-07-16,9999-01-01
234564,Senior Staff,1995-07-03,9999-01-01
234564,Staff,1990-07-03,1995-07-03
234601,Technique Leader,1985-09-06,9999-01-01
234607,Engineer,1992-10-31,1999-11-01
234607,Senior Engineer,1999-11-01,9999-01-01
234627,Senior Staff,1999-11-03,9999-01-01
234627,Staff,1994-11-03,1999-11-03
234651,Senior Staff,1998-11-15,9999-01-01
234651,Staff,1990-11-15,1998-11-15
234663,Engineer,1998-02-09,9999-01-01
234671,Engineer,1987-02-28,1992-02-28
234671,Senior Engineer,1992-02-28,9999-01-01
234678,Engineer,1997-09-12,9999-01-01
234686,Staff,1990-02-22,1992-04-09
234687,Senior Staff,1995-09-13,9999-01-01
234687,Staff,1988-09-12,1995-09-13
234698,Senior Staff,2000-02-26,9999-01-01
234698,Staff,1994-02-26,2000-02-26
234707,Engineer,1998-04-26,9999-01-01
234715,Engineer,1986-06-04,1992-06-03
234715,Senior Engineer,1992-06-03,9999-01-01
234716,Staff,1999-01-12,9999-01-01
234724,Senior Staff,1997-08-08,9999-01-01
234729,Technique Leader,1991-01-29,9999-01-01
234749,Engineer,1998-06-13,9999-01-01
234757,Engineer,1995-06-21,9999-01-01
234763,Staff,1995-12-31,9999-01-01
234797,Engineer,1993-07-04,1998-07-04
234797,Senior Engineer,1998-07-04,9999-01-01
234809,Staff,1999-03-05,9999-01-01
234819,Staff,1995-12-31,9999-01-01
234824,Staff,1999-05-24,9999-01-01
234830,Technique Leader,1997-07-11,9999-01-01
234835,Staff,1998-12-29,9999-01-01
234854,Staff,1998-07-13,9999-01-01
234864,Engineer,1995-02-17,1999-12-28
234875,Engineer,1996-10-30,9999-01-01
234876,Engineer,1991-03-09,2000-03-08
234876,Senior Engineer,2000-03-08,9999-01-01
234883,Engineer,1996-10-16,9999-01-01
234887,Staff,1998-09-20,1998-12-12
234902,Senior Engineer,1986-01-28,1992-10-20
234918,Staff,1988-01-21,1988-07-13
234922,Senior Engineer,1991-01-29,9999-01-01
234928,Engineer,1990-05-19,1998-05-19
234928,Senior Engineer,1998-05-19,9999-01-01
234948,Senior Staff,1996-01-05,9999-01-01
234948,Staff,1987-01-05,1996-01-05
234952,Senior Staff,1996-09-03,9999-01-01
234952,Staff,1991-09-04,1996-09-03
234963,Engineer,1986-06-08,1995-06-08
234963,Senior Engineer,1995-06-08,9999-01-01
234967,Engineer,1990-03-18,1998-03-18
234967,Senior Engineer,1998-03-18,9999-01-01
234971,Engineer,1986-05-22,1993-04-09
234982,Engineer,1994-03-10,1995-07-03
234987,Technique Leader,1994-06-28,9999-01-01
234989,Engineer,1985-08-14,1994-08-14
234989,Senior Engineer,1994-08-14,9999-01-01
234995,Technique Leader,1989-10-22,9999-01-01
235008,Engineer,1989-02-15,1995-02-15
235008,Senior Engineer,1995-02-15,9999-01-01
235013,Senior Engineer,1987-07-12,9999-01-01
235021,Engineer,1989-05-16,1994-05-16
235021,Senior Engineer,1994-05-16,9999-01-01
235023,Staff,1993-11-30,9999-01-01
235044,Staff,1999-08-10,2000-05-08
235056,Technique Leader,1987-08-07,9999-01-01
235061,Senior Staff,1990-01-09,9999-01-01
235114,Engineer,1994-01-03,1999-01-03
235114,Senior Engineer,1999-01-03,2000-09-22
235162,Senior Staff,1992-08-16,9999-01-01
235162,Staff,1985-08-16,1992-08-16
235172,Senior Staff,2001-02-13,9999-01-01
235172,Staff,1994-02-13,2001-02-13
235174,Engineer,1992-09-14,1997-09-13
235183,Assistant Engineer,1985-07-27,1990-07-27
235183,Engineer,1990-07-27,1995-07-27
235183,Senior Engineer,1995-07-27,9999-01-01
235189,Engineer,1994-10-08,9999-01-01
235192,Senior Staff,1998-11-30,9999-01-01
235193,Senior Staff,1996-07-29,9999-01-01
235195,Senior Engineer,1985-10-28,9999-01-01
235214,Staff,1998-06-07,1999-08-29
235222,Technique Leader,1996-12-26,2001-09-24
235237,Engineer,1998-12-12,9999-01-01
235238,Senior Staff,1993-10-07,9999-01-01
235238,Staff,1987-10-08,1993-10-07
235244,Engineer,1993-11-15,1999-11-15
235244,Senior Engineer,1999-11-15,9999-01-01
235250,Senior Staff,1994-05-04,9999-01-01
235250,Staff,1986-05-04,1994-05-04
235252,Staff,1995-07-28,9999-01-01
235256,Engineer,1991-10-31,1999-10-31
235256,Senior Engineer,1999-10-31,9999-01-01
235262,Engineer,1991-02-07,1998-02-07
235262,Senior Engineer,1998-02-07,9999-01-01
235290,Engineer,1996-12-30,1997-10-26
235312,Technique Leader,1998-04-23,9999-01-01
235314,Staff,1998-04-28,9999-01-01
235350,Engineer,1988-06-05,1997-06-05
235350,Senior Engineer,1997-06-05,9999-01-01
235353,Senior Staff,1996-02-25,9999-01-01
235353,Staff,1990-02-25,1996-02-25
235355,Engineer,1991-08-08,2000-08-07
235355,Senior Engineer,2000-08-07,9999-01-01
235357,Staff,1997-06-07,9999-01-01
235365,Technique Leader,1986-07-03,1986-08-14
235376,Senior Staff,2001-03-16,9999-01-01
235376,Staff,1994-03-16,2001-03-16
235396,Engineer,1985-03-19,1994-03-19
235396,Senior Engineer,1994-03-19,1997-07-02
235422,Senior Engineer,1995-04-26,1996-06-25
235424,Engineer,1992-01-15,1998-01-14
235424,Senior Engineer,1998-01-14,9999-01-01
235427,Engineer,1991-03-29,1999-03-29
235427,Senior Engineer,1999-03-29,2000-01-02
235429,Engineer,1987-11-21,1995-11-21
235429,Senior Engineer,1995-11-21,9999-01-01
235454,Senior Engineer,1989-11-05,9999-01-01
235457,Engineer,1992-10-30,1999-10-31
235457,Senior Engineer,1999-10-31,9999-01-01
235463,Engineer,1994-10-08,2000-10-07
235463,Senior Engineer,2000-10-07,9999-01-01
235468,Senior Engineer,1987-07-19,1995-03-17
235476,Senior Staff,1997-02-26,2001-08-23
235476,Staff,1989-02-26,1997-02-26
235485,Engineer,1985-02-15,1994-02-15
235485,Senior Engineer,1994-02-15,9999-01-01
235494,Technique Leader,1991-08-10,9999-01-01
235498,Senior Staff,1996-07-29,9999-01-01
235498,Staff,1988-07-29,1996-07-29
235503,Engineer,1997-09-02,9999-01-01
235519,Engineer,1990-08-03,1997-08-03
235519,Senior Engineer,1997-08-03,9999-01-01
235536,Staff,1999-06-01,9999-01-01
235541,Senior Staff,1988-04-10,9999-01-01
235549,Senior Staff,1992-06-02,9999-01-01
235551,Senior Staff,2000-12-24,9999-01-01
235551,Staff,1992-12-24,2000-12-24
235572,Senior Staff,2001-07-07,9999-01-01
235572,Staff,1994-07-07,2001-07-07
235580,Senior Staff,1998-09-08,9999-01-01
235580,Staff,1989-09-08,1998-09-08
235597,Engineer,1991-04-08,1996-04-06
235597,Senior Engineer,1996-04-06,9999-01-01
235618,Engineer,1995-03-27,2000-03-26
235618,Senior Engineer,2000-03-26,9999-01-01
235625,Senior Staff,2002-06-27,9999-01-01
235625,Staff,1994-06-27,2002-06-27
235634,Staff,1997-04-13,9999-01-01
235642,Senior Staff,1995-04-04,9999-01-01
235642,Staff,1988-04-03,1995-04-04
235652,Staff,1996-12-29,9999-01-01
235673,Staff,1996-04-15,1996-11-10
235676,Senior Engineer,1986-08-04,9999-01-01
235686,Senior Engineer,1999-07-11,9999-01-01
235693,Senior Staff,1997-07-27,9999-01-01
235693,Staff,1988-07-27,1997-07-27
235705,Senior Staff,1999-08-30,9999-01-01
235705,Staff,1993-08-30,1999-08-30
235718,Engineer,1989-04-09,1997-04-09
235718,Senior Engineer,1997-04-09,9999-01-01
235744,Technique Leader,1992-08-12,9999-01-01
235752,Engineer,1995-01-05,9999-01-01
235778,Senior Staff,1998-04-28,1999-09-16
235779,Assistant Engineer,1986-06-28,1993-06-28
235779,Engineer,1993-06-28,2000-06-28
235779,Senior Engineer,2000-06-28,9999-01-01
235793,Senior Engineer,1992-07-18,9999-01-01
235801,Senior Engineer,1998-05-14,9999-01-01
235807,Engineer,1994-10-08,9999-01-01
235825,Staff,2000-01-01,9999-01-01
235832,Technique Leader,1992-05-19,9999-01-01
235847,Technique Leader,1991-09-28,9999-01-01
235853,Senior Staff,1986-07-16,9999-01-01
235883,Senior Staff,1994-03-24,9999-01-01
235883,Staff,1986-03-24,1994-03-24
235919,Technique Leader,1987-01-19,9999-01-01
235943,Staff,1998-07-22,9999-01-01
235946,Senior Engineer,1986-03-03,9999-01-01
235966,Senior Engineer,1998-02-13,2000-09-13
235993,Senior Staff,1990-08-10,9999-01-01
236004,Staff,1997-12-25,9999-01-01
236015,Senior Engineer,1990-05-01,9999-01-01
236037,Assistant Engineer,1994-02-04,2000-02-04
236037,Engineer,2000-02-04,9999-01-01
236038,Engineer,1990-10-08,1995-10-08
236038,Senior Engineer,1995-10-08,9999-01-01
236082,Senior Staff,1992-08-22,9999-01-01
236082,Staff,1985-08-22,1992-08-22
236084,Assistant Engineer,1989-05-24,1994-05-24
236084,Engineer,1994-05-24,1999-05-24
236084,Senior Engineer,1999-05-24,9999-01-01
236099,Senior Staff,2000-06-20,9999-01-01
236099,Staff,1994-06-21,2000-06-20
236118,Engineer,1987-06-17,1996-06-16
236118,Senior Engineer,1996-06-16,9999-01-01
236137,Staff,1993-10-22,2001-07-12
236162,Staff,1996-07-05,9999-01-01
236165,Senior Staff,1987-05-01,9999-01-01
236176,Staff,1999-03-16,9999-01-01
236194,Technique Leader,1999-09-23,9999-01-01
236200,Engineer,1995-12-12,2001-12-11
236200,Senior Engineer,2001-12-11,9999-01-01
236202,Staff,1985-10-20,1988-05-25
236205,Senior Engineer,1986-09-09,9999-01-01
236208,Staff,1997-07-24,9999-01-01
236217,Engineer,1990-07-27,1995-07-27
236217,Senior Engineer,1995-07-27,9999-01-01
236253,Staff,1994-12-07,9999-01-01
236254,Senior Staff,2002-02-12,9999-01-01
236254,Staff,1993-02-12,2002-02-12
236260,Senior Staff,2001-06-19,9999-01-01
236260,Staff,1993-06-19,2001-06-19
236269,Senior Engineer,1988-12-01,1999-05-19
236275,Engineer,1989-06-09,1996-06-09
236275,Senior Engineer,1996-06-09,9999-01-01
236284,Assistant Engineer,1986-09-15,1995-09-15
236284,Engineer,1995-09-15,9999-01-01
236305,Technique Leader,1993-02-21,9999-01-01
236322,Staff,1997-04-08,9999-01-01
236329,Assistant Engineer,1987-08-31,1993-08-30
236329,Engineer,1993-08-30,1999-08-30
236329,Senior Engineer,1999-08-30,9999-01-01
236336,Engineer,1997-01-17,9999-01-01
236353,Staff,1994-08-11,9999-01-01
236367,Senior Engineer,1986-07-14,9999-01-01
236378,Senior Staff,1996-07-07,1997-01-21
236379,Engineer,1991-04-11,1996-04-10
236379,Senior Engineer,1996-04-10,9999-01-01
236380,Technique Leader,1986-12-06,9999-01-01
236391,Engineer,1991-08-21,1999-08-21
236391,Senior Engineer,1999-08-21,9999-01-01
236407,Engineer,1998-06-14,9999-01-01
236450,Senior Staff,1993-12-27,9999-01-01
236450,Staff,1985-12-27,1993-12-27
236473,Engineer,1996-05-09,2001-05-09
236473,Senior Engineer,2001-05-09,9999-01-01
236480,Senior Staff,1988-01-31,9999-01-01
236491,Senior Staff,1996-09-09,9999-01-01
236491,Staff,1990-09-10,1996-09-09
236494,Engineer,1988-03-24,1995-10-18
236498,Senior Engineer,1993-01-23,9999-01-01
236505,Engineer,1997-04-11,2001-09-23
236512,Senior Staff,2001-10-17,9999-01-01
236512,Staff,1996-10-17,2001-10-17
236519,Senior Engineer,1992-04-01,9999-01-01
236525,Senior Staff,2001-07-17,9999-01-01
236525,Staff,1995-07-18,2001-07-17
236533,Assistant Engineer,1998-03-26,9999-01-01
236558,Senior Staff,1985-09-11,9999-01-01
236568,Staff,1990-12-18,1996-04-28
236575,Engineer,1995-05-17,2000-05-16
236575,Senior Engineer,2000-05-16,9999-01-01
236586,Senior Staff,1989-04-25,1994-12-13
236588,Senior Staff,1996-08-13,9999-01-01
236588,Staff,1990-08-14,1996-08-13
236598,Senior Staff,1992-11-07,9999-01-01
236602,Engineer,1988-05-17,1995-05-18
236602,Senior Engineer,1995-05-18,9999-01-01
236629,Engineer,1985-10-03,1986-02-23
236630,Senior Staff,2001-12-01,9999-01-01
236630,Staff,1992-12-01,2001-12-01
236640,Staff,1997-06-05,1999-05-29
236643,Senior Engineer,1999-12-08,9999-01-01
236645,Senior Engineer,1994-10-19,9999-01-01
236648,Senior Staff,2001-04-13,9999-01-01
236648,Staff,1994-04-13,2001-04-13
236654,Senior Staff,1986-04-20,1997-06-30
236665,Engineer,1985-10-19,1990-10-19
236665,Senior Engineer,1990-10-19,9999-01-01
236666,Senior Staff,1991-07-10,9999-01-01
236666,Staff,1986-07-10,1991-07-10
236740,Engineer,1991-05-03,1996-05-02
236740,Senior Engineer,1996-05-02,9999-01-01
236746,Staff,1996-05-08,1999-03-07
236790,Senior Engineer,1987-03-05,1997-08-11
236805,Senior Engineer,1993-05-18,2002-01-30
236818,Senior Staff,2000-09-18,9999-01-01
236818,Staff,1993-09-18,2000-09-18
236823,Senior Staff,2002-04-05,9999-01-01
236823,Staff,1994-04-06,2002-04-05
236857,Senior Engineer,1999-09-15,9999-01-01
236859,Engineer,1997-07-04,9999-01-01
236863,Engineer,1999-04-07,2002-06-23
236876,Senior Engineer,1995-12-11,9999-01-01
236877,Engineer,1990-03-08,1994-10-29
236878,Engineer,1990-03-09,1997-03-09
236878,Senior Engineer,1997-03-09,9999-01-01
236890,Staff,1999-09-16,2000-10-08
236899,Senior Staff,2001-10-17,9999-01-01
236899,Staff,1995-10-18,2001-10-17
236914,Senior Staff,2001-04-25,9999-01-01
236914,Staff,1993-04-25,2001-04-25
236939,Staff,1993-02-16,1994-03-27
236941,Senior Staff,2001-02-08,9999-01-01
236941,Staff,1993-02-08,2001-02-08
236944,Senior Engineer,1993-04-25,9999-01-01
236960,Staff,2000-01-20,2001-10-01
236964,Staff,1998-08-19,9999-01-01
236973,Senior Staff,1994-02-10,9999-01-01
236973,Staff,1989-02-10,1994-02-10
237027,Engineer,1992-01-18,2000-01-18
237027,Senior Engineer,2000-01-18,9999-01-01
237029,Engineer,1993-06-18,2001-06-18
237029,Senior Engineer,2001-06-18,9999-01-01
237032,Engineer,1991-07-10,1996-07-09
237032,Senior Engineer,1996-07-09,9999-01-01
237033,Senior Engineer,1995-05-11,9999-01-01
237041,Technique Leader,1990-06-09,9999-01-01
237042,Engineer,1985-03-14,1990-03-14
237042,Senior Engineer,1990-03-14,9999-01-01
237057,Technique Leader,1990-02-08,9999-01-01
237060,Technique Leader,1986-05-22,9999-01-01
237090,Senior Staff,1994-09-16,9999-01-01
237101,Staff,1999-11-02,2001-12-18
237107,Engineer,1992-02-20,1998-02-19
237107,Senior Engineer,1998-02-19,9999-01-01
237133,Senior Staff,1992-06-18,9999-01-01
237133,Staff,1986-06-19,1992-06-18
237162,Staff,1997-08-01,9999-01-01
237165,Senior Staff,1991-06-28,9999-01-01
237167,Technique Leader,1997-08-09,9999-01-01
237175,Senior Staff,1994-12-14,9999-01-01
237175,Staff,1987-12-14,1994-12-14
237176,Senior Staff,2001-09-05,9999-01-01
237176,Staff,1993-09-05,2001-09-05
237180,Assistant Engineer,1987-05-26,1995-05-26
237180,Engineer,1995-05-26,1998-04-17
237211,Senior Staff,1992-06-18,9999-01-01
237226,Senior Staff,2001-05-07,9999-01-01
237226,Staff,1996-05-07,2001-05-07
237230,Senior Staff,1997-05-16,9999-01-01
237230,Staff,1988-05-16,1997-05-16
237239,Assistant Engineer,1991-01-19,1994-02-11
237258,Staff,1998-07-27,9999-01-01
237261,Staff,1991-08-05,1998-05-19
237268,Engineer,1987-04-11,1995-04-11
237268,Senior Engineer,1995-04-11,9999-01-01
237334,Engineer,1985-09-13,1990-09-13
237334,Senior Engineer,1990-09-13,9999-01-01
237336,Senior Staff,1998-12-18,9999-01-01
237344,Senior Engineer,1985-12-09,9999-01-01
237358,Engineer,1988-10-30,1997-08-15
237369,Engineer,1999-06-16,2001-05-01
237372,Senior Staff,1998-02-11,9999-01-01
237372,Staff,1993-02-11,1998-02-11
237386,Senior Engineer,1999-09-26,9999-01-01
237390,Engineer,1989-05-04,1996-05-04
237390,Senior Engineer,1996-05-04,9999-01-01
237416,Senior Engineer,1987-04-16,9999-01-01
237426,Staff,1996-12-01,9999-01-01
237438,Senior Staff,1985-10-24,1993-05-11
237449,Technique Leader,1985-10-06,9999-01-01
237458,Assistant Engineer,1993-04-13,2002-04-13
237458,Engineer,2002-04-13,9999-01-01
237459,Senior Engineer,1992-08-04,9999-01-01
237480,Engineer,1987-04-21,1996-04-20
237480,Senior Engineer,1996-04-20,9999-01-01
237486,Staff,1988-06-03,1995-05-21
237511,Engineer,1985-05-27,1990-05-27
237511,Senior Engineer,1990-05-27,1992-10-04
237531,Senior Engineer,1990-04-03,1998-03-30
237536,Technique Leader,1991-10-06,9999-01-01
237538,Senior Staff,1997-04-22,9999-01-01
237538,Staff,1988-04-22,1997-04-22
237548,Senior Staff,1988-03-16,9999-01-01
237556,Staff,1999-10-04,9999-01-01
237561,Staff,1998-09-27,9999-01-01
237596,Engineer,1999-02-25,1999-06-21
237597,Senior Staff,2000-04-21,9999-01-01
237597,Staff,1993-04-21,2000-04-21
237600,Senior Staff,2001-03-22,9999-01-01
237600,Staff,1996-03-22,2001-03-22
237605,Engineer,1993-12-10,1999-12-10
237605,Senior Engineer,1999-12-10,2000-10-21
237633,Engineer,1989-03-17,1996-03-17
237633,Senior Engineer,1996-03-17,1996-11-15
237634,Senior Staff,1999-05-09,9999-01-01
237634,Staff,1993-05-09,1999-05-09
237646,Engineer,1999-10-02,9999-01-01
237655,Engineer,1993-08-25,9999-01-01
237659,Senior Staff,1987-10-16,9999-01-01
237684,Senior Staff,2000-08-06,9999-01-01
237684,Staff,1993-08-06,2000-08-06
237685,Technique Leader,1985-12-17,1987-05-01
237705,Technique Leader,1986-11-15,9999-01-01
237712,Senior Staff,2000-02-23,9999-01-01
237712,Staff,1994-02-23,2000-02-23
237748,Senior Staff,1997-01-05,9999-01-01
237748,Staff,1991-01-06,1997-01-05
237784,Engineer,1995-07-27,9999-01-01
237786,Senior Staff,1994-12-06,9999-01-01
237786,Staff,1988-12-06,1994-12-06
237788,Assistant Engineer,1987-10-19,1992-05-20
237805,Assistant Engineer,1989-01-30,1997-01-30
237805,Engineer,1997-01-30,9999-01-01
237813,Engineer,1989-09-25,1997-09-25
237813,Senior Engineer,1997-09-25,9999-01-01
237822,Staff,1996-11-15,9999-01-01
237830,Engineer,1996-05-08,2002-04-15
237832,Senior Staff,1993-07-02,9999-01-01
237832,Staff,1985-07-02,1993-07-02
237833,Engineer,1985-03-25,1993-03-25
237833,Senior Engineer,1993-03-25,9999-01-01
237844,Senior Staff,1989-03-08,9999-01-01
237861,Engineer,1991-11-03,1998-11-03
237861,Senior Engineer,1998-11-03,9999-01-01
237870,Technique Leader,1986-06-28,9999-01-01
237884,Senior Engineer,1993-09-13,1996-10-11
237891,Engineer,1998-04-19,9999-01-01
237934,Senior Staff,1998-05-26,9999-01-01
237934,Staff,1990-05-26,1998-05-26
237948,Staff,1994-11-02,9999-01-01
237959,Senior Staff,1990-11-14,9999-01-01
237959,Staff,1985-11-14,1990-11-14
237962,Staff,1997-01-19,9999-01-01
237972,Engineer,1999-01-04,9999-01-01
237974,Engineer,1995-01-04,9999-01-01
237980,Engineer,1990-01-01,1999-01-01
237980,Senior Engineer,1999-01-01,9999-01-01
237983,Staff,1995-01-04,2000-04-19
238000,Staff,1993-08-20,1998-05-26
238002,Staff,1999-02-22,9999-01-01
238007,Engineer,1986-04-27,1994-04-27
238007,Senior Engineer,1994-04-27,9999-01-01
238015,Engineer,1990-08-26,1996-08-25
238015,Senior Engineer,1996-08-25,9999-01-01
238023,Assistant Engineer,1993-05-01,1998-02-03
238029,Senior Engineer,1986-07-20,1987-11-20
238043,Staff,1999-07-30,9999-01-01
238058,Senior Staff,1999-09-03,9999-01-01
238079,Technique Leader,1995-02-22,1997-09-27
238083,Senior Staff,1997-01-29,9999-01-01
238083,Staff,1989-01-29,1997-01-29
238086,Senior Staff,2000-09-17,9999-01-01
238086,Staff,1992-09-17,2000-09-17
238098,Senior Staff,1998-06-13,9999-01-01
238098,Staff,1991-06-13,1998-06-13
238103,Engineer,1994-09-30,9999-01-01
238126,Senior Staff,1997-02-26,9999-01-01
238126,Staff,1989-02-26,1997-02-26
238136,Assistant Engineer,1999-11-09,9999-01-01
238146,Senior Staff,1989-08-10,9999-01-01
238148,Senior Staff,1994-07-05,1998-08-31
238148,Staff,1987-07-05,1994-07-05
238156,Engineer,1990-02-09,1996-02-09
238156,Senior Engineer,1996-02-09,9999-01-01
238164,Staff,1997-01-14,9999-01-01
238168,Senior Engineer,1990-08-05,9999-01-01
238174,Engineer,1985-03-30,1994-03-30
238174,Senior Engineer,1994-03-30,9999-01-01
